id,name,description,category,age_range,brand,retail_price,rental_price,image_url,available_quantity,total_quantity,rating,created_at,updated_at,pack,min_age,max_age,show_strikethrough_pricing,display_order,is_featured,subscription_category,sku
d22543a3-a8d0-4ad2-9477-95f32336b160,365 Amazing Stories Book,"365 Amazing Stories is a compilation of some of the popular and favorite stories in children section. The stories are well written in an easy language, which let the kids read on their own and understand it easily. Colorful pictures support the text and make the book look attractive and appealing.",books,"3-4 years, 4-6 years",,650.00,162.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217206419-365_Amazing_Stories_Book.jpg,3,3,4.00,2025-06-18 03:26:46.635034+00,2025-06-18 03:26:46.635034+00,standard,3,4,true,9999,false,books,
80661524-fe68-4894-9ae7-2ea022eedeb4,365 Fairy Tales Book,"365 stories for 365 days. This book is a collection of 365 fairy tales, picked from among the most popular and favourite ones. Stories have been described with a very simple language for our young readers to connect with the stories.",books,"3-4 years, 4-6 years",,500.00,125.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217201683-365_Fairy_Tales_Book.jpg,4,4,4.00,2025-06-18 03:26:41.929683+00,2025-06-18 03:26:41.929683+00,standard,3,4,true,9999,false,books,
e9cd033b-3482-4980-8914-7e2d0439194a,365 Goodnight Stories Book,Bedtime is story time and reading time. Children love to read and hear stories before they go to sleep. This book is filled with stories which are perfect for children bedtime reading.,books,"3-4 years, 4-6 years",,650.00,162.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217201175-365_Goodnight_Stories_Book.jpg,-1,-1,4.00,2025-06-18 03:26:41.585554+00,2025-06-18 03:26:41.585554+00,standard,3,4,true,9999,false,books,
ba5b4c9f-9db8-43b5-af41-fe992e25fa9c,365 Magical Tales Book,"The world of magic awaits! Here are 365 wondrous, fantastical stories of goblins, fairies, pixies, elves, witches, wizards AMD other magical beings using their special abilities to fight evil, go on adventures, do good and learn precious life lessons. Magical creatures in these stories can do anything and go anywhere. Each story comes with a cute, lively illustration that makes this picture book a must have for every story loving reader.",books,"4-6 years, 6-8 years",,650.00,162.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217202461-365_Magical_Tales_Book.jpg,9,9,4.00,2025-06-18 03:26:42.662086+00,2025-06-18 03:26:42.662086+00,standard,4,6,true,9999,false,books,
bcc50a17-5a98-4f25-916b-297648ed58ad,365 Moral Stories Book,365 Moral Stories contain stories which teach moral values and good manners to children. It contains stories which tells them the advantage of good behaviour and initiates good habits and values in them.,books,"3-4 years, 4-6 years",,550.00,137.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217202765-365_Moral_Stories_Book.jpg,8,8,4.00,2025-06-18 03:26:42.97406+00,2025-06-18 03:26:42.97406+00,standard,3,4,true,9999,false,books,
fb6839bf-3143-4326-b290-55e06c5e4075,365 stories around the world,"Do you often catch yourself daydreaming about what it would be like to live in a foreign land or in another era? If you have, this is the perfect book for you-right from the barren sands of Arabia to the icy cold polar regions of Antarctica- there's a story here from everywhere for everyone! Go on, open this book and travel all over the world without getting off your couch!.",books,"3-4 years, 4-6 years",,500.00,125.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217198651-365_stories_around_the_world.jpg,4,4,4.00,2025-06-18 03:26:38.94955+00,2025-06-18 03:26:38.94955+00,standard,3,4,true,9999,false,books,
c6a8a6fb-118c-49cc-85e9-bb73754ca32c,5 in 1 Rainbow Logarimetic Board,"5 in 1 Rainbow Logarimetic Board: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent 5 in 1 Rainbow Logarimetic Board now and give your child a fun and educational playtime. 5 in 1 Rainbow Logarimetic Board is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. 5 in 1 Rainbow Logarimetic Board is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. 5 in 1 Rainbow Logarimetic Board is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. 5 in 1 Rainbow Logarimetic Board is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",stem_toys,2-3 years,,1590.00,397.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217175672-5_in_1_Rainbow_Logarimetic_Board.jpg,1,1,4.00,2025-06-18 03:26:15.898098+00,2025-06-18 03:26:15.898098+00,standard,2,3,true,9999,false,stem_toys,2TF019
13ca25b7-535c-432d-8d8c-d374e2ea5d30,5 Minute Animal Stories Book,Collection of anmal stories which teach kids the morals of life,books,"1-2 years, 2-3 years, 3-4 years",,600.00,150.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217194443-5_Minute_Animal_Stories_Book.png,-1,-1,4.00,2025-06-18 03:26:34.674794+00,2025-06-18 03:26:34.674794+00,standard,1,2,true,9999,false,books,
c360d117-4456-42ff-80a2-e5048ee07578,5 Minutes Fairy Tales Book,"Enjoy the wonders and rediscover some of the most-beloved fairy tales from around the world in this beautifully illustrated collector’s edition. Fairy Tales for Children brings together select stories of wit, love, magic, adventure and drama with a range of colourful characters that includes sweet heroines, handsome heroes, diabolical villains (cruel witches to evil stepmothers) and adorable helpers (helpful dwarfs to cute elves). From the most popular and well-known tales of Cinderella to the story of The Giant with Three Golden Hair, this collection has been compiled to include the most authentic version of these popular, much-loved fairy stories. With more than 120 attractive, bright and colourful illustrations that bring these stories to life, this book will be a welcome addition to any child’s little library.",books,"2-3 years, 3-4 years, 4-6 years. ",,300.00,75.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217197887-5_Minutes_Fairy_Tales_Book.jpg,5,5,4.00,2025-06-18 03:26:38.153678+00,2025-06-18 03:26:38.153678+00,standard,2,3,true,9999,false,books,
d592e545-f692-4bff-8d9e-4177343a4f00,Activity Chair,"Activity Chair: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Activity Chair now and give your child a fun and educational playtime. Activity Chair is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Activity Chair is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Activity Chair is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Activity Chair is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",developmental_toys,"4-6 years, 6-8 years",,2000.00,500.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217159047-Activity_Chair.jpg,2,2,4.00,2025-06-18 03:25:59.392266+00,2025-06-18 03:25:59.392266+00,standard,4,6,true,9999,false,educational_toys,4TF023
feca3f78-30ad-4ba0-9306-854ce8f07c90,Air Hockey,"Air Hockey: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Air Hockey now and give your child a fun and educational playtime. Air Hockey is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Air Hockey is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Air Hockey is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Air Hockey is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",big_toys,"4-6 years, 6-8 years",,6100.00,1525.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217187947-Air_Hockey.jpg,2,2,4.00,2025-06-18 03:26:28.182727+00,2025-06-18 03:26:28.182727+00,big,4,6,true,9999,true,big_toys,
0df22d5a-26c2-4f90-a720-682fbf1a7180,aladdin story book,"""Aladdin"""" is an enchanting journey for young readers. This vibrant board book combines storytelling with interactive elements, captivating children with its colorful illustrations and engaging narrative. From the bustling streets of Agrabah to the magical wonders of the genie's lamp, the book brings Aladdin's adventurous tale to life. With its unique shape and sturdy pages, it's designed to withstand the curiosity of little hands. Each turn of the page reveals a new twist in Aladdin's quest for love and adventure, fostering imagination and love for reading in young minds.""",books,"1-2 years, 2-3 years, 3-4 years",,199.00,49.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217235179-aladdin_story_book.png,0,0,4.00,2025-06-18 03:27:15.527463+00,2025-06-18 03:27:15.527463+00,standard,1,2,true,9999,false,books,
d485cbbb-639f-4921-af98-c2a51fe54bc7,Alphabet Train,"Alphabet Train: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Alphabet Train now and give your child a fun and educational playtime. Alphabet Train is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Alphabet Train is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Alphabet Train is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Alphabet Train is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",stem_toys,"1-2 years, 2-3 years",,1650.00,412.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217142003-Alphabet_Train.jpg,13,13,4.00,2025-06-18 03:25:42.216616+00,2025-06-18 03:25:42.216616+00,standard,1,2,true,9999,false,stem_toys,1TF022
1596985a-32fa-465e-95fe-4997746dcd44,Animal inside stacking,"Animal inside stacking: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Animal inside stacking now and give your child a fun and educational playtime. Animal inside stacking is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Animal inside stacking is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Animal inside stacking is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Animal inside stacking is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",stem_toys,1-2 years,,3430.00,857.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217144625-Animal_inside_stacking.jpg,1,1,4.00,2025-06-18 03:25:44.8733+00,2025-06-18 03:25:44.8733+00,standard,1,2,true,9999,false,stem_toys,1TF031
7573d518-1f5a-4f8d-8ee2-1e04eeedd65e,Archery Bow and Arrow with Target,"COMPLETE SET: Includes a light-up bow with LED effects, 6 safety-tipped arrows, sturdy target board, and convenient quiver for storage LIGHT-UP FEATURE: Vibrant green LED lights on the bow add excitement and visual appeal during play TARGET PRACTICE: Detailed scoring target board with multiple point zones from 10 to 75 helps develop accuracy and precision SAFE DESIGN: Specially designed arrows with soft tips and child-friendly bow construction ensure safe play STORAGE SOLUTION: Included grey and orange quiver keeps arrows organised and easily accessible during practice",big_toys,"3-4 years, 4-6 years, 6-8 years",,0.00,0.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217240718-Archery_Bow_and_Arrow_with_Target.png,0,0,4.00,2025-06-18 03:27:21.095174+00,2025-06-18 03:27:21.095174+00,big,3,4,true,9999,false,big_toys,
9a028340-4fac-4def-96fe-027b0a31e2fb,Baby Car Seat for Kids,"Baby Car Seat for Kids: This toy is designed to engage and develop essential skills in kids. At Toyflix, we make it easy to rent this toy with doorstep delivery and affordable pricing. Rent Baby Car Seat for Kids now and give your child a fun and educational playtime. Baby Car Seat for Kids is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Baby Car Seat for Kids is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Baby Car Seat for Kids is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings. Baby Car Seat for Kids is designed to support creativity, improve motor skills, and encourage interactive play. This toy helps children develop essential thinking and social skills in a fun and engaging way. Parents can rest assured as the materials used are safe, durable, and suitable for kids. It promotes creative play, allowing children to explore different ways to use it, thereby enhancing problem-solving abilities. The toy is perfect for indoor as well as outdoor use, making it flexible for various play settings.",big_toys,1-2 years,,10099.00,2524.00,https://wucwpyitzqjukcphczhr.supabase.co/storage/v1/object/public/toy-images/toys/1750217227039-Baby_Car_Seat_for_Kids.webp,1,1,4.00,2025-06-18 03:27:07.556287+00,2025-06-18 03:27:07.556287+00,big,1,2,true,9999,false,big_toys,
